LEASE_NUMBER,COMPLETION_NAME,PRODUCTION_DATE,DAYS_ON_PROD,PRODUCT_CODE,MON_O_PROD_VOL,MON_G_PROD_VOL,MON_WTR_PROD_VOL,API_WELL_NUMBER,WELL_STAT_CD,AREA_CODE_BLOCK_NUM,OPERATOR_NUM,SORT_NAME,BOEM_FIELD,INJECTION_VOLUME,PROD_INTERVAL_CD,FIRST_PROD_DATE,UNIT_AGT_NUMBER,UNIT_ALOC_SUFFIX
00016,A004,201401,0,O,0,0,0,177194003103,12.0,WD   31,3288,COCHON PROPERTIES LLC,WD030,0,S03,20100831.0,,
00016,E002,201401,0,O,0,0,0,177190022500,12.0,WD   31,2375,ENERGY XXI GOM LLC,WD030,0,Q04,19720331.0,,
00016,E002D,201401,0,O,0,0,0,177190022500,12.0,WD   31,2375,ENERGY XXI GOM LLC,WD030,0,Q01,19610228.0,,
00016,E002Q,201401,0,O,0,0,0,177190022500,12.0,WD   31,2375,ENERGY XXI GOM LLC,WD030,0,Q64,,,
00016,E002T,201401,0,O,0,0,0,177190022500,12.0,WD   31,2375,ENERGY XXI GOM LLC,WD030,0,Q65,,,
00016,E016,201401,0,G,0,0,0,177194064700,13.0,WD   31,2375,ENERGY XXI GOM LLC,WD030,0,S03,20000605.0,,
00016,E018,201401,0,O,0,0,0,177194065600,12.0,WD   31,2375,ENERGY XXI GOM LLC,WD030,0,D01,19980420.0,,
00016,E018D,201401,31,O,4729,627,32728,177194065600,9.0,WD   31,2375,ENERGY XXI GOM LLC,WD030,0,D02,19980424.0,,
00016,E019,201401,0,O,0,0,0,177194028200,12.0,WD   31,2375,ENERGY XXI GOM LLC,WD030,0,S03,20090321.0,,
00016,F013,201401,0,O,0,0,0,177190070500,12.0,WD   31,2375,ENERGY XXI GOM LLC,WD030,0,D01,19851031.0,,
00016,F013D,201401,0,O,0,0,0,177190070500,12.0,WD   31,2375,ENERGY XXI GOM LLC,WD030,0,D02,19640331.0,,
00016,F015,201401,0,O,0,0,0,177190070100,12.0,WD   31,2375,ENERGY XXI GOM LLC,WD030,0,D62,,,
00016,F015D,201401,0,O,0,0,0,177190070100,12.0,WD   31,2375,ENERGY XXI GOM LLC,WD030,0,D02,19690630.0,,
00016,F020,201401,0,O,0,0,0,177192018600,12.0,WD   31,2375,ENERGY XXI GOM LLC,WD030,0,S02,19850630.0,,
00016,F021,201401,0,O,0,0,0,177194036001,12.0,WD   31,2375,ENERGY XXI GOM LLC,WD030,0,S01,19960831.0,,
00016,F023,201401,0,U,0,0,0,177194039600,14.0,WD   31,2375,ENERGY XXI GOM LLC,WD030,0,X01,,,
00016,F026,201401,0,O,0,0,0,177194045101,12.0,WD   31,2375,ENERGY XXI GOM LLC,WD030,0,S02,20020331.0,,
00016,F027,201401,31,O,1129,2646,48239,177194063200,9.0,WD   31,2375,ENERGY XXI GOM LLC,WD030,0,S01,19960704.0,,
