LEASE_NUMBER,COMPLETION_NAME,PRODUCTION_DATE,DAYS_ON_PROD,PRODUCT_CODE,MON_O_PROD_VOL,MON_G_PROD_VOL,MON_WTR_PROD_VOL,API_WELL_NUMBER,WELL_STAT_CD,AREA_CODE_BLOCK_NUM,OPERATOR_NUM,SORT_NAME,BOEM_FIELD,INJECTION_VOLUME,PROD_INTERVAL_CD,FIRST_PROD_DATE,UNIT_AGT_NUMBER,UNIT_ALOC_SUFFIX
00016,E002,201801,0,O,0,0,0,177190022500,12,WD   31,2375,ENERGY XXI GOM LLC,WD030,0,Q04,19720331.0,,
00016,E002D,201801,0,O,0,0,0,177190022500,12,WD   31,2375,ENERGY XXI GOM LLC,WD030,0,Q01,19610228.0,,
00016,E002Q,201801,0,O,0,0,0,177190022500,12,WD   31,2375,ENERGY XXI GOM LLC,WD030,0,Q64,,,
00016,E002T,201801,0,O,0,0,0,177190022500,12,WD   31,2375,ENERGY XXI GOM LLC,WD030,0,Q65,,,
00016,E016,201801,0,G,0,0,0,177194064700,13,WD   31,2375,ENERGY XXI GOM LLC,WD030,0,S03,20000605.0,,
00016,E018,201801,0,O,0,0,0,177194065600,12,WD   31,2375,ENERGY XXI GOM LLC,WD030,0,D01,19980420.0,,
00016,E018D,201801,23,O,1044,16,13177,177194065600,9,WD   31,2375,ENERGY XXI GOM LLC,WD030,0,D02,19980424.0,,
00016,E019,201801,0,U,0,0,0,177194028200,14,WD   31,2375,ENERGY XXI GOM LLC,WD030,0,X01,,,
00016,F013,201801,0,O,0,0,0,177190070500,12,WD   31,2375,ENERGY XXI GOM LLC,WD030,0,D01,19851031.0,,
00016,F013D,201801,0,O,0,0,0,177190070500,12,WD   31,2375,ENERGY XXI GOM LLC,WD030,0,D02,19640331.0,,
00016,F015,201801,0,O,0,0,0,177190070100,12,WD   31,2375,ENERGY XXI GOM LLC,WD030,0,D62,,,
00016,F015D,201801,0,O,0,0,0,177190070100,12,WD   31,2375,ENERGY XXI GOM LLC,WD030,0,D02,19690630.0,,
00016,F020,201801,0,O,0,0,0,177192018600,12,WD   31,2375,ENERGY XXI GOM LLC,WD030,0,S02,19850630.0,,
00016,F021,201801,22,O,121,577,17650,177194036001,9,WD   31,2375,ENERGY XXI GOM LLC,WD030,0,S01,19960831.0,,
00016,F023,201801,0,U,0,0,0,177194039600,14,WD   31,2375,ENERGY XXI GOM LLC,WD030,0,X01,,,
00016,F026,201801,0,O,0,0,0,177194045101,12,WD   31,2375,ENERGY XXI GOM LLC,WD030,0,S02,20020331.0,,
00016,F027,201801,22,O,189,864,25871,177194063200,9,WD   31,2375,ENERGY XXI GOM LLC,WD030,0,S01,19960704.0,,
00016,F028,201801,0,O,0,0,0,177194063500,12,WD   31,2375,ENERGY XXI GOM LLC,WD030,0,D01,20020124.0,,
00016,F028D,201801,13,O,475,337,8887,177194063500,9,WD   31,2375,ENERGY XXI GOM LLC,WD030,0,D02,20020128.0,,
00016,L010,201801,0,U,0,0,0,177194015000,14,WD   31,2375,ENERGY XXI GOM LLC,WD030,0,X01,,,
00016,L011,201801,0,O,0,0,0,177194030200,12,WD   31,2375,ENERGY XXI GOM LLC,WD030,0,S02,20061130.0,,
00016,L012,201801,0,O,0,0,0,177194030600,12,WD   31,2375,ENERGY XXI GOM LLC,WD030,0,S02,20131031.0,,
00016,L013,201801,23,O,1243,1958,9986,177194043302,9,WD   31,2375,ENERGY XXI GOM LLC,WD030,0,D01,20050430.0,,
00016,L013D,201801,0,O,0,0,0,177194043302,12,WD   31,2375,ENERGY XXI GOM LLC,WD030,0,D02,,,
00016,L019,201801,0,U,0,0,0,177194049602,14,WD   31,2375,ENERGY XXI GOM LLC,WD030,0,X01,,,
00016,L020,201801,23,O,210,21,29259,177194050502,9,WD   31,2375,ENERGY XXI GOM LLC,WD030,0,S02,20141228.0,,
00016,L021,201801,0,O,0,0,0,177194058100,12,WD   31,2375,ENERGY XXI GOM LLC,WD030,0,D04,20140403.0,,
00016,L021D,201801,0,G,0,0,0,177194058100,13,WD   31,2375,ENERGY XXI GOM LLC,WD030,0,D03,20031231.0,,
00016,L022D,201801,0,O,0,0,0,177194057800,12,WD   31,2375,ENERGY XXI GOM LLC,WD030,0,D02,19940430.0,,
00016,N010,201801,0,U,0,0,0,177190070200,14,WD   31,2375,ENERGY XXI GOM LLC,WD030,0,X01,,,
00016,N018,201801,23,O,724,1357,24101,177190071101,9,WD   31,2375,ENERGY XXI GOM LLC,WD030,0,S01,20010708.0,,
00016,N019,201801,0,O,0,0,0,177194026000,12,WD   31,2375,ENERGY XXI GOM LLC,WD030,0,S01,19820731.0,,
