SN_EOR_FK,CASING_SIZE,CASING_CUT_DATE,CASING_CUT_METHOD_CD,CASING_CUT_DEPTH,CASING_CUT_MDL_IND
-163871,10.75,5/26/2016,M,25,BELOW
-163871,16.0,5/26/2016,M,25,BELOW
-163871,30.0,5/26/2016,M,22,BELOW
-163870,7.625,5/27/2016,M,25,BELOW
-163870,9.625,5/27/2016,M,25,BELOW
-163870,13.375,5/27/2016,M,25,BELOW
-163870,16.0,5/27/2016,M,25,BELOW
-168030,7.625,5/24/2017,M,325,BELOW
-168030,11.875,5/31/2016,S,18,BELOW
-173751,26.0,8/30/2018,M,586,ABOVE
-173751,16.0,8/30/2018,M,586,ABOVE
-173751,10.75,8/30/2018,M,586,ABOVE
-173751,7.625,8/30/2018,M,586,ABOVE
-174227,36.0,9/4/2018,M,108,ABOVE
-174394,16.0,10/4/2018,M,20,BELOW
-174228,16.0,9/4/2018,M,102,ABOVE
-174228,11.88,9/4/2018,M,102,ABOVE
-174229,20.0,9/4/2018,M,108,ABOVE
-174347,10.75,9/22/2018,S,25,BELOW
-174347,16.0,9/22/2018,S,25,BELOW
-174347,26.0,9/23/2018,S,20,BELOW
-177173,30.0,8/1/2019,M,19,BELOW
-178189,10.75,8/21/2019,E,20,BELOW
-177972,7.0,8/25/2019,M,306,BELOW
-178548,10.75,3/20/2019,M,25,BELOW
-177982,7.0,8/26/2019,M,325,BELOW
-179588,10.75,1/5/2020,M,24,BELOW
-178230,10.75,10/16/2019,M,21,BELOW
-178230,20.0,10/16/2019,M,21,BELOW
-181171,10.75,5/28/2019,M,25,BELOW
-181171,30.0,5/28/2019,M,25,BELOW
-181192,13.375,7/4/2019,M,25,BELOW
-181193,20.0,11/20/2018,M,20,BELOW
-181193,30.0,11/20/2018,M,20,BELOW
-198455,9.625,12/17/2022,M,25,BELOW
-198455,13.375,12/17/2022,M,25,BELOW
-198455,30.0,12/17/2022,M,25,BELOW
-198496,30.0,12/25/2022,M,33,BELOW
-198496,20.0,12/25/2022,M,33,BELOW
-198496,13.375,12/25/2022,M,33,BELOW
-198497,9.625,12/25/2022,M,25,BELOW
-198497,13.375,12/25/2022,M,25,BELOW
-198497,30.0,12/25/2022,M,25,BELOW
-197915,13.375,12/31/2022,M,20,BELOW
-197915,20.0,12/31/2022,M,20,BELOW
-197915,24.0,12/31/2022,M,20,BELOW
-197843,20.0,1/11/2023,M,20,BELOW
-198764,24.0,1/30/2023,M,22,BELOW
-201077,10.75,12/15/2023,M,19,BELOW
-201077,16.0,12/15/2023,M,19,BELOW
-201077,24.0,12/16/2023,M,18,BELOW
-201214,9.625,12/23/2023,M,17,BELOW
-201214,11.75,12/23/2023,M,17,BELOW
-201214,16.0,12/23/2023,M,17,BELOW
-201059,20.0,11/27/2024,M,29,BELOW
-203160,13.375,11/29/2024,M,30,BELOW
-203160,20.0,11/30/2024,M,27,BELOW
-203144,11.75,11/23/2024,M,29,BELOW
-203144,20.0,11/30/2024,M,29,BELOW
-165869,10.75,10/17/2016,M,15,BELOW
-165869,16.0,10/18/2016,M,15,BELOW
-165869,30.0,10/18/2016,M,15,BELOW
-165869,48.0,10/18/2016,M,15,BELOW
-165899,10.75,10/15/2016,M,16,BELOW
-165899,16.0,10/17/2016,M,15,BELOW
-165899,30.0,10/17/2016,M,15,BELOW
-165441,16.0,10/14/2016,M,22,BELOW
-165441,30.0,10/18/2016,M,19,BELOW
-165588,30.0,9/18/2016,E,25,BELOW
-165588,20.0,9/18/2016,E,25,BELOW
-165588,13.375,9/18/2016,E,25,BELOW
-165567,9.625,9/18/2016,E,15,BELOW
-165525,30.0,9/18/2016,E,15,BELOW
-165525,16.0,9/18/2016,E,15,BELOW
-165525,10.75,9/18/2016,E,15,BELOW
-165561,30.0,9/18/2016,E,15,BELOW
-165561,16.0,9/18/2016,E,15,BELOW
-166394,10.75,12/17/2016,M,20,BELOW
-165649,13.375,10/4/2016,M,39,BELOW
-165649,20.0,10/5/2016,M,23,BELOW
-165649,30.0,10/5/2016,M,19,BELOW
-166394,20.0,12/17/2016,M,20,BELOW
-166396,10.75,12/17/2016,M,20,BELOW
-166396,20.0,12/20/2016,M,20,BELOW
-166397,10.75,12/18/2016,M,20,BELOW
-166397,20.0,12/18/2016,M,20,BELOW
-166398,10.75,12/18/2016,M,20,BELOW
-166398,20.0,12/18/2016,M,20,BELOW
-166262,13.375,11/15/2009,M,20,BELOW
-166262,18.625,11/15/2009,M,20,BELOW
-166262,26.0,11/15/2009,M,20,BELOW
-166211,16.0,12/1/2016,M,30,BELOW
-165271,10.75,12/22/2016,M,22,BELOW
-165271,16.0,12/23/2016,M,21,BELOW
-165271,30.0,12/23/2016,M,21,BELOW
-166338,13.375,12/15/2016,M,30,BELOW
-166338,18.625,12/15/2016,M,30,BELOW
-166338,24.0,12/15/2016,M,30,BELOW
-168223,60.0,5/31/2017,M,17,BELOW
-168434,16.0,5/10/2017,M,75,BELOW
-168533,26.0,5/20/2017,M,20,BELOW
-168390,16.0,6/12/2017,E,20,BELOW
-168390,10.75,6/12/2017,E,20,BELOW
-168391,9.625,6/12/2017,E,30,BELOW
-168749,30.0,7/4/2017,E,30,BELOW
-168749,13.375,7/4/2017,E,30,BELOW
-168749,9.625,7/4/2017,E,30,BELOW
-168702,30.0,7/3/2017,E,20,BELOW
-168702,13.375,7/3/2017,E,20,BELOW
-168824,30.0,7/4/2017,E,20,BELOW
-168824,20.0,7/4/2017,E,20,BELOW
-168824,13.375,7/4/2017,E,20,BELOW
-168824,9.625,7/4/2017,E,20,BELOW
-168824,7.0,7/4/2017,E,20,BELOW
-168718,30.0,7/4/2017,E,30,BELOW
-168719,13.375,7/4/2017,E,20,BELOW
-167791,16.0,5/2/2017,M,219,ABOVE
-167791,30.0,5/2/2017,M,219,ABOVE
-168781,26.0,7/9/2017,E,16,BELOW
-168781,16.0,7/9/2017,E,16,BELOW
-168781,10.75,7/9/2017,E,16,BELOW
-169498,24.0,9/11/2017,M,25,BELOW
-169498,16.0,9/11/2017,M,25,BELOW
-169574,10.75,9/15/2017,M,25,BELOW
-168556,10.75,9/15/2017,M,15,BELOW
-169371,10.75,9/1/1994,S,16,BELOW
-169034,9.625,12/22/2011,M,35,BELOW
-169034,13.375,12/22/2011,M,31,BELOW
-169461,20.0,10/1/2017,M,20,BELOW
-169461,30.0,10/1/2017,M,20,BELOW
-169461,36.0,10/1/2017,M,20,BELOW
-169894,20.0,5/3/2017,M,40,ABOVE
-169797,10.75,9/21/2017,E,17,BELOW
-169797,36.0,9/21/2017,E,17,BELOW
-169798,10.75,9/24/2017,E,32,BELOW
-169798,16.0,9/24/2017,E,32,BELOW
-169798,36.0,9/24/2017,E,32,BELOW
-169217,30.0,10/13/2017,M,20,BELOW
-169217,16.0,10/13/2017,M,20,BELOW
-174708,20.0,7/30/2017,E,17,BELOW
-176428,10.75,3/27/2019,M,1167,BELOW
-176428,22.0,3/29/2019,M,1167,BELOW
-177339,20.0,6/16/2019,E,35,BELOW
-177339,10.75,6/16/2019,E,35,BELOW
-177338,20.0,6/16/2019,E,35,BELOW
-177338,10.75,6/16/2019,E,35,BELOW
-177336,20.0,6/16/2019,E,20,BELOW
-177336,16.0,6/16/2019,E,20,BELOW
-177336,10.75,6/16/2019,E,20,BELOW
-177340,20.0,6/16/2019,E,35,BELOW
-177340,10.75,6/16/2019,E,35,BELOW
-177342,30.0,6/16/2019,E,20,BELOW
-177342,20.0,6/16/2019,E,20,BELOW
-177342,16.0,6/16/2019,E,20,BELOW
-177342,11.875,6/16/2019,E,20,BELOW
-177341,30.0,6/16/2019,E,30,BELOW
-177341,20.0,6/16/2019,E,30,BELOW
-177341,16.0,6/16/2019,E,30,BELOW
-177341,11.875,6/16/2019,E,30,BELOW
-177281,22.0,6/16/2019,E,20,BELOW
-177281,11.875,6/16/2019,E,20,BELOW
-177281,16.0,6/16/2019,E,20,BELOW
-177281,18.625,6/16/2019,E,20,BELOW
-177373,30.0,6/27/2019,M,25,BELOW
-177304,26.0,6/22/2019,M,17,BELOW
-176970,36.0,8/21/2019,M,10,BELOW
-176970,13.375,8/21/2019,M,10,BELOW
-178230,7.0,10/15/2019,M,21,BELOW
-179750,20.0,8/21/2019,M,16,BELOW
-194054,10.75,8/19/2021,M,25,BELOW
-199096,13.375,4/15/2023,M,19,BELOW
-199096,30.0,4/16/2023,M,18,BELOW
-159745,13.375,10/15/2015,E,30,BELOW
-159769,26.0,10/15/2015,E,20,BELOW
-159769,13.375,10/15/2015,E,20,BELOW
-159770,26.0,10/15/2015,E,20,BELOW
-159770,13.375,10/15/2015,E,20,BELOW
-159222,13.375,10/14/2015,Y,13,BELOW
-159222,7.0,10/14/2015,Y,13,BELOW
-159222,20.0,10/14/2015,Y,13,BELOW
-159222,36.0,10/14/2015,Y,13,BELOW
-159486,13.375,10/4/2015,S,25,BELOW
-159486,20.0,10/4/2015,S,25,BELOW
-159486,36.0,10/4/2015,S,25,BELOW
-159828,16.0,10/16/2015,S,17,BELOW
-159828,10.75,10/16/2015,S,17,BELOW
-159034,16.0,9/22/2015,M,22,BELOW
-159828,36.0,10/16/2015,S,17,BELOW
-159034,10.75,9/21/2015,M,27,BELOW
-159034,30.0,9/22/2015,M,22,BELOW
-161303,7.0,1/2/2016,M,35,BELOW
-161688,20.0,1/17/2016,M,25,BELOW
-161688,13.375,1/17/2016,M,25,BELOW
-161690,36.0,1/17/2016,M,25,BELOW
-162212,16.0,3/20/2016,M,25,BELOW
-162484,36.0,3/8/2016,M,26,BELOW
-162432,13.375,3/3/2016,M,25,BELOW
-162212,20.0,3/20/2016,M,25,BELOW
-162212,26.0,3/20/2016,M,25,BELOW
-163092,16.0,4/10/2016,M,29,BELOW
-167471,10.75,4/13/2017,M,33,BELOW
-167471,16.0,4/13/2017,M,33,BELOW
-167471,26.0,4/13/2017,M,33,BELOW
-172428,9.625,5/13/2018,M,325,BELOW
-173931,30.0,8/15/2018,M,19,BELOW
-175891,9.625,2/14/2019,M,553,BELOW
-176627,11.75,5/28/2019,W,20,BELOW
-176627,26.0,5/28/2019,W,20,BELOW
-176591,9.625,5/18/2019,M,413,BELOW
-177532,30.0,6/18/2019,M,23,BELOW
-177771,30.0,9/10/2019,M,15,BELOW
-175537,20.0,7/21/2016,M,470,BELOW
-180155,9.625,2/15/2020,M,334,BELOW
-180787,20.0,4/14/2020,M,20,BELOW
-187234,14.0,4/5/2021,M,9067,BELOW
-199597,20.0,5/22/2023,M,20,BELOW
-199597,13.375,5/22/2023,M,20,BELOW
-200035,10.75,9/7/2023,M,18,BELOW
-200128,26.0,8/9/2023,E,20,BELOW
-200128,16.0,8/9/2023,E,20,BELOW
-200149,10.75,8/20/2023,E,10,BELOW
-202436,10.75,7/15/2024,S,18,BELOW
-202436,16.0,7/14/2024,S,20,BELOW
-202438,30.0,7/14/2024,S,20,BELOW
-202438,16.0,7/14/2024,S,20,BELOW
-202438,10.75,7/14/2024,S,20,BELOW
-202437,20.0,7/14/2024,S,20,BELOW
-202437,13.375,7/14/2024,S,20,BELOW
-202437,30.0,7/14/2024,S,18,BELOW
-202583,30.0,7/12/2024,M,17,BELOW
-202584,30.0,7/15/2024,M,21,BELOW
-202584,16.0,7/15/2024,M,21,BELOW
-202584,7.625,3/11/2024,M,21,BELOW
-202584,10.75,3/11/2024,M,21,BELOW
-202585,10.75,2/18/2024,M,20,BELOW
-202638,7.0,7/25/2024,E,25,BELOW
-202638,9.625,7/25/2024,E,25,BELOW
-202638,13.375,7/25/2024,E,25,BELOW
-202638,20.0,7/25/2024,E,25,BELOW
-202638,26.0,7/25/2024,E,25,BELOW
-202745,30.0,8/17/2024,S,20,BELOW
-202745,18.625,8/17/2024,S,20,BELOW
-202802,13.375,8/28/2024,M,20,BELOW
-202802,7.0,8/28/2024,M,20,BELOW
-169437,18.625,8/19/2017,M,15,BELOW
-169315,9.625,8/14/2017,M,25,BELOW
-169315,13.375,8/14/2017,M,25,BELOW
-169315,18.625,8/14/2017,M,25,BELOW
-169315,30.0,8/14/2017,M,25,BELOW
-169317,20.0,8/13/2017,M,25,BELOW
-169317,26.0,8/13/2017,M,25,BELOW
-169316,26.0,8/14/2017,M,20,BELOW
-169554,7.0,9/13/2017,S,15,BELOW
-169554,10.75,9/13/2017,S,15,BELOW
-169554,16.0,9/14/2017,S,15,BELOW
-169508,10.75,9/13/2017,S,15,BELOW
-169508,20.0,9/14/2017,S,15,BELOW
-169509,10.75,9/14/2017,S,15,BELOW
-169509,16.0,9/14/2017,S,15,BELOW
-169507,7.0,9/13/2017,S,15,BELOW
-169507,10.75,9/13/2017,S,15,BELOW
-169507,16.0,9/13/2017,S,15,BELOW
-169468,30.0,7/28/2017,E,20,BELOW
-169498,48.0,9/11/2017,M,25,BELOW
-169378,8.625,9/6/2017,M,25,BELOW
-169506,10.75,9/13/2017,S,15,BELOW
-169506,16.0,9/13/2017,S,15,BELOW
-169193,13.375,9/20/2017,M,25,BELOW
-169193,9.625,9/20/2017,M,25,BELOW
-169576,10.75,9/15/2017,S,15,BELOW
-168620,11.875,7/27/2017,M,29,BELOW
-168620,20.0,7/28/2017,M,27,BELOW
-168620,30.0,7/28/2017,M,20,BELOW
-169698,10.75,9/20/2017,S,15,BELOW
-169698,16.0,9/20/2017,S,15,BELOW
-169699,10.75,9/20/2017,S,15,BELOW
-169699,16.0,9/20/2017,S,15,BELOW
-169595,10.75,9/15/2017,S,15,BELOW
-169976,10.75,9/29/2017,M,16,BELOW
-169976,16.0,9/29/2017,M,16,BELOW
-169976,26.0,9/29/2017,M,16,BELOW
-170520,26.0,8/10/2012,E,15,BELOW
-170520,10.75,8/10/2012,E,15,BELOW
-170990,26.0,3/25/2018,M,23,BELOW
-171637,20.0,3/16/2018,M,28,BELOW
-171637,30.0,3/16/2018,M,28,BELOW
-170989,20.0,3/25/2018,M,26,BELOW
-174551,7.625,11/7/2018,M,440,BELOW
-175230,36.0,10/1/2018,E,15,BELOW
-176810,7.625,5/9/2019,M,28,BELOW
-176810,10.75,5/9/2019,M,28,BELOW
-176553,10.75,4/14/2019,M,15,BELOW
-177334,13.375,6/25/2019,M,25,BELOW
-177334,18.625,6/26/2019,M,25,BELOW
-177334,24.0,6/26/2019,M,25,BELOW
-196170,42.0,3/17/2022,M,16,BELOW
-196170,16.0,3/17/2022,M,16,BELOW
-196170,10.75,3/17/2022,M,16,BELOW
-199070,30.0,3/7/2023,M,15,BELOW
-199903,18.625,7/9/2023,S,229,ABOVE
-199903,24.0,7/9/2023,S,229,ABOVE
-199903,30.0,7/9/2023,S,229,ABOVE
-199904,13.375,7/10/2023,S,232,ABOVE
-199904,17.875,7/10/2023,S,232,ABOVE
-199904,24.0,7/10/2023,S,232,ABOVE
-199904,30.0,7/10/2023,S,232,ABOVE
-199873,30.0,7/12/2023,S,18,ABOVE
-199884,10.75,7/5/2023,M,20,BELOW
-199978,24.0,7/10/2023,M,20,BELOW
-199978,18.625,7/10/2023,M,20,BELOW
-199978,13.375,7/10/2023,M,20,BELOW
-200640,26.0,9/24/2023,M,20,BELOW
-200640,18.625,9/24/2023,M,20,BELOW
-200640,13.375,9/24/2023,M,20,BELOW
-200704,9.625,8/9/2023,M,20,BELOW
-200704,13.325,8/9/2023,M,20,BELOW
-200704,24.0,8/9/2023,M,20,BELOW
-156425,10.75,6/26/2015,M,20,BELOW
-156425,30.0,6/26/2015,M,20,BELOW
-156424,26.0,6/27/2015,M,20,BELOW
-156992,26.0,7/24/2015,W,27,BELOW
-160436,16.0,11/15/2015,E,20,BELOW
-160436,30.0,11/15/2015,E,20,BELOW
-163989,26.0,6/3/2016,M,17,BELOW
-163989,20.0,6/3/2016,M,17,BELOW
-163989,16.0,6/3/2016,M,17,BELOW
-163989,11.75,6/3/2016,M,17,BELOW
-164024,26.0,6/2/2016,M,17,BELOW
-164024,20.0,6/2/2016,M,17,BELOW
-164024,13.375,6/2/2016,M,17,BELOW
-163991,24.0,6/4/2016,M,17,BELOW
-163991,16.0,6/4/2016,M,17,BELOW
-163991,10.75,6/4/2016,M,17,BELOW
-163845,10.75,5/26/2016,Y,195,BELOW
-165510,10.75,9/15/2016,M,18,BELOW
-165510,16.0,9/15/2016,M,18,BELOW
-173878,24.0,8/12/2018,M,25,BELOW
-173878,16.0,8/12/2018,M,25,BELOW
-173878,10.75,8/12/2018,M,25,BELOW
-174328,7.0,9/22/2018,M,28,BELOW
-174947,13.625,11/23/2018,M,240,BELOW
-175079,30.0,12/3/2018,M,19,BELOW
-175079,20.0,12/2/2018,M,23,BELOW
-175079,9.625,11/30/2018,M,27,BELOW
-175904,9.625,3/8/2019,M,116,BELOW
-176829,10.75,5/17/2019,S,22,BELOW
-176577,20.0,6/2/2019,M,20,BELOW
-176032,11.75,5/30/2019,W,20,BELOW
-176032,20.0,5/30/2019,W,20,BELOW
-176032,26.0,5/30/2019,W,20,BELOW
-177771,10.75,9/10/2019,M,15,BELOW
-177468,48.0,7/20/2019,M,10,BELOW
-178511,7.0,9/25/2019,M,19,BELOW
-178671,9.625,10/3/2019,M,52,BELOW
-178671,13.375,10/5/2019,M,18,BELOW
-178671,16.0,10/5/2019,M,18,BELOW
-178671,20.0,10/5/2019,M,18,BELOW
-178673,20.0,10/7/2019,M,25,BELOW
-178673,10.75,10/7/2019,M,25,BELOW
-178849,20.0,10/17/2019,M,20,BELOW
-178849,13.375,10/17/2019,M,20,BELOW
-179047,20.0,12/2/2019,M,20,BELOW
-179022,26.0,1/15/2020,M,15,BELOW
-195176,30.0,10/10/2021,M,20,BELOW
-192740,13.375,10/23/2021,M,30,BELOW
-197271,26.0,10/3/2022,E,30,BELOW
-197271,13.375,10/3/2022,E,30,BELOW
-197924,20.0,6/17/2022,S,15,BELOW
-198381,16.0,12/5/2022,M,17,BELOW
-197705,16.0,10/19/2022,M,25,BELOW
-197705,10.75,10/18/2022,M,30,BELOW
-200601,30.0,9/20/2023,M,20,BELOW
-200601,10.75,9/20/2023,M,25,BELOW
-200601,7.0,9/20/2023,M,25,BELOW
-200603,20.0,9/21/2023,M,20,BELOW
-200603,9.625,9/21/2023,M,20,BELOW
-200603,13.325,9/21/2023,M,20,BELOW
-200614,20.0,9/25/2023,M,24,BELOW
-200626,48.0,10/17/2023,M,20,BELOW
-200622,48.0,10/17/2023,M,20,BELOW
-200622,16.0,10/17/2023,M,20,BELOW
-200622,10.75,10/17/2023,M,20,BELOW
-200487,7.0,11/11/2023,M,27,BELOW
-200488,24.0,11/11/2023,M,24,BELOW
-200488,10.75,11/11/2023,M,24,BELOW
-200488,7.0,11/11/2023,M,24,BELOW
-198409,10.75,8/29/2023,M,24,BELOW
-200994,36.0,1/16/2024,M,35,BELOW
-200994,30.0,1/16/2024,M,35,BELOW
-200994,13.375,1/16/2024,M,35,BELOW
-169513,30.0,1/15/2018,M,15,BELOW
-169513,20.0,1/15/2018,M,15,BELOW
-175552,20.0,1/13/2019,S,26,BELOW
-175552,13.375,1/13/2019,S,26,BELOW
-175552,30.0,1/13/2019,S,26,BELOW
-178188,30.0,8/17/2019,E,20,BELOW
-176090,30.0,7/19/2018,M,22,BELOW
-176090,16.0,7/19/2018,M,25,BELOW
-176090,10.75,7/19/2018,M,25,BELOW
-177914,26.0,9/20/2019,M,18,BELOW
-177914,10.75,9/20/2019,M,18,BELOW
-177914,7.0,9/20/2019,M,18,BELOW
-178548,16.0,3/21/2019,M,25,BELOW
-178548,22.0,3/21/2019,M,25,BELOW
-179022,20.0,1/15/2020,M,15,BELOW
-179022,16.0,1/15/2020,M,15,BELOW
-181307,10.75,8/29/2019,M,15,BELOW
-181307,36.0,8/29/2019,M,15,BELOW
-197063,20.0,8/11/2022,M,28,BELOW
-197426,13.375,8/16/2022,E,20,BELOW
-197426,26.0,8/16/2022,E,20,BELOW
-197427,13.375,8/17/2022,E,20,BELOW
-197427,26.0,8/17/2022,E,20,BELOW
-197586,30.0,9/8/2022,E,15,BELOW
-197586,48.0,9/8/2022,E,15,BELOW
-196957,13.375,8/20/2022,M,27,BELOW
-196957,20.0,8/20/2022,M,27,BELOW
-197028,10.75,8/23/2022,M,27,BELOW
-197028,20.0,8/23/2022,M,27,BELOW
-197124,13.375,8/21/2022,M,17,BELOW
-197124,20.0,8/21/2022,M,17,BELOW
-198811,10.75,6/1/2023,M,20,BELOW
-198811,16.0,6/1/2023,M,20,BELOW
-198811,24.0,6/1/2023,M,20,BELOW
-157089,10.75,7/20/2015,M,20,BELOW
-157091,10.75,7/19/2015,M,20,BELOW
-157091,16.0,7/19/2015,M,20,BELOW
-157091,20.0,7/19/2015,M,20,BELOW
-157114,16.0,7/26/2015,M,23,BELOW
-157114,30.0,7/26/2015,M,23,BELOW
-157114,7.625,7/25/2015,M,25,BELOW
-157114,10.75,7/25/2015,M,25,BELOW
-159627,16.0,10/16/2015,M,4,BELOW
-159627,20.0,10/16/2015,M,4,BELOW
-159268,16.0,10/28/2015,M,27,BELOW
-159268,10.75,10/23/2015,M,302,BELOW
-160361,26.0,11/5/2015,M,25,BELOW
-160361,13.375,11/5/2015,M,25,BELOW
-160361,9.625,11/5/2015,M,25,BELOW
-159894,18.625,10/16/2015,E,20,BELOW
-160391,20.0,10/27/2015,M,20,BELOW
-160391,30.0,10/27/2015,M,17,ABOVE
-159894,9.625,10/16/2015,E,20,BELOW
-159893,26.0,10/16/2015,E,20,BELOW
-159893,20.0,10/16/2015,E,20,BELOW
-159893,13.375,10/16/2015,E,20,BELOW
-159893,10.75,10/16/2015,E,20,BELOW
-159893,7.625,10/16/2015,E,20,BELOW
-159891,26.0,10/16/2015,E,20,BELOW
-159889,26.0,10/16/2015,E,20,BELOW
-159889,20.0,10/16/2015,E,20,BELOW
-159889,13.375,10/16/2015,E,20,BELOW
-159887,30.0,10/16/2015,E,20,BELOW
-160069,13.375,11/10/2015,M,22,BELOW
-160069,20.0,11/13/2015,M,15,BELOW
-160069,30.0,11/14/2015,M,15,BELOW
-159888,16.0,10/16/2015,E,20,BELOW
-159888,10.75,10/16/2015,E,20,BELOW
-159888,7.625,10/16/2015,E,20,BELOW
-160070,30.0,11/12/2015,M,15,BELOW
-160356,10.75,11/3/2015,S,26,BELOW
-160356,16.0,11/3/2015,S,26,BELOW
-160356,36.0,11/3/2015,S,26,BELOW
-160881,16.0,12/6/2015,M,20,BELOW
-165483,48.0,9/9/2016,M,20,BELOW
-165586,24.0,9/20/2016,E,25,BELOW
-165586,18.625,9/20/2016,E,25,BELOW
-165586,13.375,9/20/2016,E,25,BELOW
-165628,26.0,9/28/2016,M,23,BELOW
-165628,20.0,9/28/2016,M,23,BELOW
-165494,9.625,9/22/2016,M,20,BELOW
-165520,30.0,9/18/2016,M,24,BELOW
-165029,7.625,9/15/2016,M,23,BELOW
-165029,9.625,9/15/2016,M,23,BELOW
-165029,13.375,9/15/2016,M,23,BELOW
-165029,30.0,9/15/2016,M,23,BELOW
-165520,20.0,9/18/2016,M,24,BELOW
-165693,10.75,9/28/2016,M,20,BELOW
-165693,16.0,9/28/2016,M,20,BELOW
-165693,30.0,9/28/2016,M,20,BELOW
-165692,7.0,9/29/2016,M,20,BELOW
-165695,30.0,9/27/2016,M,17,BELOW
-165695,10.75,9/28/2016,M,20,BELOW
-165695,16.0,9/28/2016,M,20,BELOW
-165694,10.75,9/27/2016,M,20,BELOW
-165694,16.0,9/27/2016,M,20,BELOW
-165694,30.0,9/27/2016,M,20,BELOW
-165355,20.0,12/11/2016,M,25,BELOW
-165355,16.0,12/10/2016,M,30,BELOW
-165355,10.75,12/10/2016,M,30,BELOW
-165400,7.625,9/3/2016,M,18,BELOW
-165400,10.75,9/3/2016,M,18,BELOW
-165400,16.0,9/3/2016,M,18,BELOW
-165400,26.0,9/3/2016,M,18,BELOW
-165356,9.625,12/9/2016,M,25,BELOW
-165495,10.75,9/12/2016,M,15,BELOW
-165495,16.0,9/12/2016,M,15,BELOW
-166328,26.0,12/16/2016,O,15,BELOW
-165356,13.375,12/9/2016,M,25,BELOW
-165356,20.0,12/10/2016,M,20,BELOW
-174078,7.625,9/8/2018,M,27,BELOW
-174078,11.75,9/10/2018,M,23,BELOW
-174078,16.0,9/10/2018,M,23,BELOW
-174078,30.0,9/10/2018,M,23,BELOW
-172893,10.75,9/11/2018,O,20,BELOW
-172893,16.0,9/11/2018,O,20,BELOW
-174089,24.0,7/21/2018,S,586,ABOVE
-174089,16.0,7/21/2018,S,586,ABOVE
-173632,24.0,7/22/2018,S,586,ABOVE
-173632,13.375,7/22/2018,S,586,ABOVE
-173632,9.625,7/22/2018,S,586,ABOVE
-173631,24.0,7/21/2018,S,586,ABOVE
-173631,16.0,7/21/2018,S,586,ABOVE
-174275,7.625,9/11/2018,M,15,BELOW
-174275,10.75,9/11/2018,M,15,BELOW
-174275,16.0,9/11/2018,M,15,BELOW
-174275,36.0,9/11/2018,M,15,BELOW
-174273,9.625,9/19/2018,M,15,BELOW
-174273,20.0,9/19/2018,M,15,BELOW
-174273,36.0,9/19/2018,M,15,BELOW
-174592,13.375,11/21/2018,M,25,BELOW
-174592,20.0,11/21/2018,M,25,BELOW
-174592,24.0,11/21/2018,M,25,BELOW
-175401,16.0,1/2/2019,S,20,BELOW
-175401,24.0,1/2/2019,S,20,BELOW
-175401,9.625,8/1/2011,S,296,BELOW
-177914,16.0,9/20/2019,M,18,BELOW
-178188,13.375,8/17/2019,E,20,BELOW
-178188,20.0,8/17/2019,E,20,BELOW
-178491,36.0,9/28/2019,E,20,BELOW
-178491,18.625,9/28/2019,E,20,BELOW
-178490,18.625,9/28/2019,E,20,BELOW
-178490,13.375,9/28/2019,E,20,BELOW
-177963,13.375,9/15/2019,M,15,BELOW
-177963,18.625,9/15/2019,M,15,BELOW
-177963,36.0,9/15/2019,M,15,BELOW
-177963,9.625,8/4/2019,M,450,BELOW
-191764,18.625,11/22/2021,M,15,BELOW
-191764,26.0,11/22/2021,M,15,BELOW
-196135,13.375,4/30/2022,M,25,BELOW
-196135,20.0,4/30/2022,M,25,BELOW
-196499,20.0,6/1/2022,M,20,BELOW
-196499,16.0,5/30/2022,M,21,BELOW
-196499,10.75,5/30/2022,M,21,BELOW
-197181,20.0,7/18/2022,S,20,BELOW
-197181,13.375,7/18/2022,S,20,BELOW
-197181,9.625,7/18/2022,S,20,BELOW
-197181,26.0,7/19/2022,S,17,BELOW
-197182,26.0,7/18/2022,S,15,BELOW
-197182,13.375,7/18/2022,S,15,BELOW
-197241,16.0,7/21/2022,M,22,BELOW
-197520,10.75,8/11/2022,E,20,BELOW
-197520,20.0,8/11/2022,E,20,BELOW
-197535,10.75,8/9/2022,E,20,BELOW
-197535,20.0,8/9/2022,E,20,BELOW
-197505,10.75,8/29/2022,M,16,BELOW
-197505,16.0,8/29/2022,M,16,BELOW
-197505,48.0,8/29/2022,M,16,BELOW
-197515,7.625,8/25/2022,M,15,BELOW
-197515,10.75,8/25/2022,M,15,BELOW
-197515,16.0,8/25/2022,M,15,BELOW
-197515,30.0,8/25/2022,M,15,BELOW
-197955,30.0,10/20/2022,M,12,BELOW
-197955,13.375,10/20/2022,M,12,BELOW
-197955,9.625,10/20/2022,M,12,BELOW
-199883,26.0,6/24/2023,M,20,BELOW
-199883,10.75,6/24/2023,M,20,BELOW
-199883,16.0,6/24/2023,M,20,BELOW
-199862,30.0,6/25/2023,M,25,BELOW
-199862,13.375,6/25/2023,M,25,BELOW
-199862,7.0,6/25/2023,M,25,BELOW
-202803,10.75,8/26/2024,M,20,BELOW
-202803,16.0,8/26/2024,M,20,BELOW
-202803,26.0,8/26/2024,M,20,BELOW
-165526,13.625,9/19/2016,M,65,BELOW
-165389,30.0,9/2/2016,M,32,BELOW
-165389,20.0,9/2/2016,M,32,BELOW
-165389,13.375,9/2/2016,M,32,BELOW
