API_WELL_NUMBER,LEASE_NUMBER,LEASE_NAME,DEV_NAME,DEV_SYSTEM,COMPLETION_NAME,PRODUCTION_DATE,DAYS_ON_PROD,MON_O_PROD_VOL,MON_G_PROD_VOL,MON_WTR_PROD_VOL,OIL_RATE_BOPD,GAS_RATE_MCFD,GOR_MCF_BBL,WATER_CUT_PCT,CUMULATIVE_OIL_MMBBL,CUMULATIVE_GAS_BCF,BOEM_FIELD,OPERATOR_NUM,SORT_NAME
608074030500,G30876,North Platte,North Platte,subsea20,  001,201209,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,GB958,02873,COBALT INTERNATIONAL ENERGY LP
608074030501,G30876,North Platte,North Platte,subsea20,  001,201212,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,GB958,02873,COBALT INTERNATIONAL ENERGY LP
608074030502,G30876,North Platte,North Platte,subsea20,  001,201301,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,GB958,02873,COBALT INTERNATIONAL ENERGY LP
608074030502,G30876,North Platte,North Platte,subsea20,  001,201302,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,GB958,02873,COBALT INTERNATIONAL ENERGY LP
608074030502,G30876,North Platte,North Platte,subsea20,  001,201303,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,GB958,02873,COBALT INTERNATIONAL ENERGY LP
608074030502,G30876,North Platte,North Platte,subsea20,  001,201304,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,GB958,02873,COBALT INTERNATIONAL ENERGY LP
608074030502,G30876,North Platte,North Platte,subsea20,  001,201305,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,GB958,02873,COBALT INTERNATIONAL ENERGY LP
608074030502,G30876,North Platte,North Platte,subsea20,  001,201306,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,GB958,02873,COBALT INTERNATIONAL ENERGY LP
608074030502,G30876,North Platte,North Platte,subsea20,  001,201307,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,GB958,02873,COBALT INTERNATIONAL ENERGY LP
608074030502,G30876,North Platte,North Platte,subsea20,  001,201308,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,GB958,02873,COBALT INTERNATIONAL ENERGY LP
608074030502,G30876,North Platte,North Platte,subsea20,  001,201309,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,GB958,02873,COBALT INTERNATIONAL ENERGY LP
608074030502,G30876,North Platte,North Platte,subsea20,  001,201310,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,GB958,02873,COBALT INTERNATIONAL ENERGY LP
608074030502,G30876,North Platte,North Platte,subsea20,  001,201311,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,GB958,02873,COBALT INTERNATIONAL ENERGY LP
608074030502,G30876,North Platte,North Platte,subsea20,  001,201312,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,GB958,02873,COBALT INTERNATIONAL ENERGY LP
608074030502,G30876,North Platte,North Platte,subsea20,  001,201401,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,GB958,02873,COBALT INTERNATIONAL ENERGY LP
608074030502,G30876,North Platte,North Platte,subsea20,  001,201402,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,GB958,02873,COBALT INTERNATIONAL ENERGY LP
608074030502,G30876,North Platte,North Platte,subsea20,  001,201403,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,GB958,02873,COBALT INTERNATIONAL ENERGY LP
608074030502,G30876,North Platte,North Platte,subsea20,  001,201404,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,GB958,02873,COBALT INTERNATIONAL ENERGY LP
608074030502,G30876,North Platte,North Platte,subsea20,  001,201405,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,GB958,02873,COBALT INTERNATIONAL ENERGY LP
608074030502,G30876,North Platte,North Platte,subsea20,  001,201406,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,GB958,02873,COBALT INTERNATIONAL ENERGY LP
608074030502,G30876,North Platte,North Platte,subsea20,  001,201407,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,GB958,02873,COBALT INTERNATIONAL ENERGY LP
608074030502,G30876,North Platte,North Platte,subsea20,  001,201408,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,GB958,02873,COBALT INTERNATIONAL ENERGY LP
608074030502,G30876,North Platte,North Platte,subsea20,  001,201409,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,GB958,02873,COBALT INTERNATIONAL ENERGY LP
608074030502,G30876,North Platte,North Platte,subsea20,  001,201410,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,GB958,02873,COBALT INTERNATIONAL ENERGY LP
608074030502,G30876,North Platte,North Platte,subsea20,  001,201411,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,GB958,02873,COBALT INTERNATIONAL ENERGY LP
608074030502,G30876,North Platte,North Platte,subsea20,  001,201412,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,GB958,02873,COBALT INTERNATIONAL ENERGY LP
608074030502,G30876,North Platte,North Platte,subsea20,  001,201501,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,GB958,02873,COBALT INTERNATIONAL ENERGY LP
