"AC024","G10379","  12285631.00000","         .000000","  12285631.00000","          .00000","   8452410.00000","   8452410.00000","   8448814.00000","FEB-2002"
"AC025","G10380","  67488379.00000","         .000000","  67488379.00000","          .00000","  76681861.00000","  76681861.00000","  82218048.00000","SEP-2000"
"AC025","G10381","  11661497.00000","         .000000","  11661497.00000","          .00000","  12826589.00000","  12826589.00000","  29010084.00000","JUL-2001"
"AC065","G09249","          .00000","  1231565.000000","   1231565.00000","  49087574.00000","          .00000","  49087574.00000","      4722.00000","DEC-2003"
"AC857","G17561","  10304478.00000","         .000000","  10304478.00000","          .00000","  30707645.00000","  30707645.00000","      3372.00000","NOV-2014"
"AC857","G17565"," 101499010.00000","         .000000"," 101499010.00000","          .00000"," 195399884.00000"," 195399884.00000","   2290548.00000","MAR-2010"
"AC857","G17571","   7758280.00000","         .000000","   7758280.00000","          .00000","   9019963.00000","   9019963.00000","      1651.00000","OCT-2010"
"AC857","G20870","   7777622.00000","         .000000","   7777622.00000","          .00000","  10535769.00000","  10535769.00000","      2940.00000","MAR-2014"
"AC857","G24593","  16579643.00000","         .000000","  16579643.00000","          .00000","  21135503.00000","  21135503.00000","      9898.00000","MAY-2011"
"AC859","G19409","  16896670.00000","         .000000","  16896670.00000","          .00000","   8768761.00000","   8768761.00000","   3209369.00000","DEC-2010"
"AC859","G20871","   6564729.00000","         .000000","   6564729.00000","          .00000","  23450298.00000","  23450298.00000","      5260.00000","OCT-2011"
"AT037","G21825","          .00000","     2922.000000","      2922.00000","  20518042.00000","          .00000","  20518042.00000","     14037.00000","JUL-2010"
"AT037","G21826","          .00000","    25164.000000","     25164.00000","  77320575.00000","          .00000","  77320575.00000","     28156.00000","AUG-2007"
"AT063","G13198","    774260.00000","    59695.000000","    833955.00000","     53104.00000","    811079.00000","    864183.00000","     72850.00000","FEB-2010"
"AT261","G16890","          .00000","    22568.000000","     22568.00000","  78909105.00000","          .00000","  78909105.00000","     42010.00000","OCT-2007"
"AT349","G18577","          .00000","    39710.000000","     39710.00000"," 204581458.00000","          .00000"," 204581458.00000","    134157.00000","OCT-2007"
"AT349","G23473","          .00000","    14426.000000","     14426.00000","  46144896.00000","          .00000","  46144896.00000","     22720.00000","NOV-2007"
"AT426","G18603","          .00000","       48.000000","        48.00000"," 131248784.00000","          .00000"," 131248784.00000","    427642.00000","FEB-2008"
"AT575","G08035","  37211226.00000","         .000000","  37211226.00000","          .00000","  29993835.00000","  29993835.00000","   3111167.00000","JUL-2007"
"AT575","G08036","    120463.00000","         .000000","    120463.00000","          .00000","     86267.00000","     86267.00000","      1836.00000","OCT-2008"
"AT575","G08038","   1451800.00000","         .000000","   1451800.00000","          .00000","   1196286.00000","   1196286.00000","   1116350.00000","DEC-2009"
"BA001A","G01723","          .00000","  1344667.000000","   1344667.00000","  58626258.00000","          .00000","  58626258.00000","   2201036.00000","AUG-1973"
"BA002A","G09025","          .00000","    60384.000000","     60384.00000","  18253305.00000","          .00000","  18253305.00000","    253146.00000","OCT-1990"
"BA002A","G25518","          .00000","     7540.000000","      7540.00000","   2058212.00000","          .00000","   2058212.00000","      1211.00000","AUG-2005"
