Lease Number,Production Month,Production Year,Lease Oil Production (BBL),Lease Condensate Production (BBL),Lease Gas-Well-Gas Production (MCF),Lease Oil-Well-Gas Production (MCF),Lease Water Production (BBL),Producing Completions,Lease Max Water Depth (meters)
 00016,1,2003,88028,0,10003,60154,149299,17,18
 00016,2,2003,71787,0,16894,36897,127039,17,18
 00016,3,2003,74410,152,21923,59478,134978,17,18
 00016,4,2003,81210,19,16691,50569,146192,18,18
 00016,5,2003,106427,0,15462,53748,168354,18,18
 00016,6,2003,96044,0,12439,49147,205089,18,18
 00016,7,2003,89559,0,18033,53136,222229,18,18
 00016,8,2003,86442,0,16989,41350,221045,18,18
 00016,9,2003,84847,0,13955,52818,257618,18,18
 00016,10,2003,89123,0,13324,44586,291082,18,18
 00016,11,2003,83758,0,15452,38793,293398,17,18
 00016,12,2003,71151,6,19112,200659,274247,19,18
 00016,1,2004,60740,0,16726,167393,261028,19,18
 00016,2,2004,69548,0,18058,198856,313283,19,18
 00016,3,2004,73223,0,21213,192416,304486,19,18
 00016,4,2004,55565,0,20060,183407,273871,19,18
 00016,5,2004,54257,29,18399,149987,278593,19,18
 00016,6,2004,61524,7,19256,154379,290870,19,18
 00016,7,2004,64697,2268,37701,81576,318512,19,18
 00016,8,2004,61678,4781,79114,154969,337813,18,18
 00016,9,2004,44592,2969,41176,125387,259346,18,18
 00016,10,2004,67748,0,36631,142849,370455,19,18
 00016,11,2004,67614,0,24995,120029,362098,19,18
 00016,12,2004,53255,0,27541,140806,384727,19,18
 00016,1,2005,49813,0,10806,106471,353976,19,18
 00016,2,2005,45326,0,15797,65240,324925,18,18
 00016,3,2005,63566,0,71046,210450,402088,19,18
 00016,4,2005,45390,0,17571,174914,303765,18,18
 00016,5,2005,46160,0,17767,189455,371694,16,18
 00016,6,2005,55263,0,17332,179473,373600,19,18
 00016,7,2005,57252,0,17380,185440,354351,19,18
 00016,8,2005,53268,0,26155,171297,335410,18,18
 00016,9,2005,0,0,0,0,0,0,18
 00016,10,2005,18615,0,0,65188,107448,15,18
 00016,11,2005,41649,0,33128,192563,313568,16,18
 00016,12,2005,33221,0,41638,89877,245664,16,18
 00018,1,2003,41,0,0,141,527,1,21
 00018,2,2003,126,0,0,153,1232,1,21
 00018,3,2003,0,0,0,0,0,0,21
 00018,4,2003,0,0,0,0,0,0,21
 00018,5,2003,0,0,0,0,0,0,21
 00018,6,2003,0,0,0,0,0,0,21
 00018,7,2003,0,0,0,0,0,0,21
 00018,8,2003,0,0,0,0,0,0,21
 00018,9,2003,0,0,0,0,0,0,21
 00018,10,2003,0,0,0,0,0,0,21
 00018,11,2003,0,0,0,0,0,0,21
 00018,12,2003,0,0,0,0,0,0,21
 00018,1,2004,0,0,0,0,0,0,21
 00018,2,2004,0,0,0,0,0,0,21
 00018,3,2004,0,0,0,0,0,0,21
 00018,4,2004,0,0,0,0,0,0,21
 00018,5,2004,0,0,0,0,0,0,21
 00018,6,2004,0,0,0,0,0,0,21
 00018,7,2004,0,0,0,0,0,0,21
 00018,8,2004,0,0,0,0,0,0,21
 00018,9,2004,0,0,0,0,0,0,21
 00018,10,2004,0,0,0,0,0,0,21
 00018,11,2004,0,0,0,0,0,0,21
 00018,12,2004,0,0,0,0,0,0,21
 00018,1,2005,0,0,0,0,0,0,21
 00018,2,2005,0,0,0,0,0,0,21
 00018,3,2005,0,0,0,0,0,0,21
 00018,4,2005,0,0,0,0,0,0,21
 00018,5,2005,0,0,0,0,0,0,21
 00018,6,2005,0,0,0,0,0,0,21
 00018,7,2005,0,0,0,0,0,0,21
 00018,8,2005,942,0,0,1969,1186,1,21
 00018,9,2005,0,0,0,0,0,0,21
 00018,10,2005,122,0,0,0,169,1,21
 00018,11,2005,1483,0,0,2558,3633,1,21
 00018,12,2005,373,0,0,1532,1231,1,21
 00019,1,2003,16657,0,10275,9431,120255,8,20
 00019,2,2003,28475,0,0,8158,166137,6,20
 00019,3,2003,31445,0,0,17299,183688,6,20
 00019,4,2003,25965,0,0,9173,165153,5,20
 00019,5,2003,28278,0,0,4917,173213,5,20
 00019,6,2003,27531,0,0,2902,162706,5,20
 00019,7,2003,33053,0,0,9257,212966,7,20
 00019,8,2003,31677,0,0,14542,211553,7,20
 00019,9,2003,27972,0,0,13154,193121,7,20
 00019,10,2003,27675,0,0,14154,184792,7,20
 00019,11,2003,24997,0,0,14219,169770,7,20
 00019,12,2003,26128,0,0,12485,195107,7,20
 00019,1,2004,25249,0,0,19463,188114,7,20
 00019,2,2004,25048,0,0,15905,181694,7,20
 00019,3,2004,23445,0,6963,11516,212149,7,20
 00019,4,2004,22461,3,16717,11637,206440,7,20
 00019,5,2004,19553,0,26996,14814,166314,7,20
 00019,6,2004,21101,0,41140,13912,157812,8,20
 00019,7,2004,29329,0,26563,15430,175277,7,20
 00019,8,2004,27835,0,33516,12651,173652,7,20
 00019,9,2004,22679,0,12978,6249,139116,7,20
 00019,10,2004,28058,0,0,1022,168892,5,20
 00019,11,2004,27680,0,0,3377,140362,5,20
 00019,12,2004,25647,0,753,712,137766,6,20
 00019,1,2005,30547,0,0,12647,152406,5,20
 00019,2,2005,23949,0,24213,9191,145204,7,20
 00019,3,2005,26876,0,19922,2639,152429,7,20
 00019,4,2005,25469,0,27332,31974,148614,7,20
 00019,5,2005,22655,0,23485,39833,148550,7,20
 00019,6,2005,21484,0,21698,23438,151586,7,20
 00019,7,2005,19142,0,20363,8173,147170,7,20
 00019,8,2005,16854,2,24005,5452,133088,7,20
 00019,9,2005,2385,0,0,192,22900,4,20
 00019,10,2005,17560,0,0,4787,192759,5,20
 00019,11,2005,18756,1,5548,237,148454,6,20
 00019,12,2005,18335,0,15111,1563,144681,6,20
 00020,1,2003,77745,2694,173162,110310,107001,15,20
 00020,2,2003,68584,5082,366070,99460,165659,14,20
 00020,3,2003,104998,7776,407838,142030,137930,13,20
 00020,4,2003,111729,6636,450144,144409,68380,9,20
 00020,5,2003,118457,6998,481912,167779,74129,12,20
 00020,6,2003,104954,5641,401272,128429,84060,11,20
 00020,7,2003,104904,27372,528804,143782,159067,15,20
 00020,8,2003,98319,22619,470227,145701,161867,11,20
 00020,9,2003,91545,46244,680177,130140,156620,10,20
 00020,10,2003,98206,41051,688898,136884,187999,12,20
 00020,11,2003,90382,32900,622064,122526,163535,10,20
 00020,12,2003,87288,32956,642347,108482,172036,10,20
 00020,1,2004,87303,30516,647506,118017,186160,11,20
 00020,2,2004,89007,29682,668349,107588,186227,12,20
 00020,3,2004,110509,28684,744655,118891,276552,13,20
 00020,4,2004,107051,25414,679573,132351,267681,13,20
 00020,5,2004,103746,22460,618695,129533,203823,12,20
 00020,6,2004,88281,20592,597322,120627,182108,13,20
 00020,7,2004,79483,17800,498212,117890,113771,13,20
 00020,8,2004,90521,15619,458221,128259,113495,12,20
 00020,9,2004,64055,5761,157407,97448,67603,12,20
 00020,10,2004,59750,0,0,100584,68562,5,20
 00020,11,2004,56469,0,0,66158,53807,3,20
 00020,12,2004,70854,1898,87838,74633,64846,11,20
 00020,1,2005,98760,6342,221945,124412,75676,13,20
 00020,2,2005,74661,21129,339586,98529,104047,14,20
 00020,3,2005,81286,9781,190972,94721,109384,14,20
 00020,4,2005,79882,12205,184000,104299,132957,12,20
 00020,5,2005,78715,8598,155159,108971,121807,13,20
 00020,6,2005,73905,12033,210908,113848,116859,13,20
 00020,7,2005,66122,8491,187096,95681,117266,13,20
 00020,8,2005,65362,4742,148670,105112,141929,14,20
 00020,9,2005,8125,0,0,11516,8163,3,20
 00020,10,2005,69137,0,0,91613,28119,7,20
 00020,11,2005,79085,1795,30283,100984,84342,12,20
 00020,12,2005,73532,12895,109630,98045,119200,13,20
 00025,1,2003,3071,0,0,308,0,1,16
 00025,2,2003,2520,0,0,765,0,1,16
 00025,3,2003,2923,0,0,593,0,1,16
 00025,4,2003,3111,0,0,1978,0,1,16
 00025,5,2003,3082,0,0,3575,0,1,16
 00025,6,2003,2383,0,0,856,0,1,16
 00025,7,2003,2374,0,0,960,0,1,16
 00025,8,2003,2166,0,0,965,0,1,16
 00025,9,2003,1237,0,0,2010,44,1,16
 00025,10,2003,3403,0,0,5406,478,1,16
 00025,11,2003,4112,0,0,4103,562,1,16
 00025,12,2003,3782,0,0,2253,540,1,16
 00025,1,2004,2966,0,0,466,354,1,16
 00025,2,2004,4055,0,0,1710,468,1,16
 00025,3,2004,4215,0,0,1014,1071,1,16
 00025,4,2004,2061,0,0,2084,722,1,16
 00025,5,2004,2746,0,0,5249,695,1,16
 00025,6,2004,2177,0,0,7043,702,1,16
 00025,7,2004,2563,0,0,6560,930,1,16
 00025,8,2004,2061,0,0,3620,683,1,16
 00025,9,2004,1614,0,0,1648,554,1,16
 00025,10,2004,2047,0,0,2666,1078,1,16
 00025,11,2004,2524,0,0,2017,1650,1,16
 00025,12,2004,1776,0,0,2708,1384,1,16
 00025,1,2005,1514,0,0,663,1092,1,16
 00025,2,2005,1548,0,0,699,1236,1,16
 00025,3,2005,2192,0,0,527,1579,1,16
 00025,4,2005,1550,0,0,17,967,1,16
 00025,5,2005,1832,0,0,24,1205,1,16
 00025,6,2005,1893,0,0,33,1275,1,16
 00025,7,2005,1326,0,0,21,1224,1,16
 00025,8,2005,1131,0,0,20,1058,1,16
 00025,9,2005,0,0,0,0,0,0,16
 00025,10,2005,0,0,0,0,0,0,16
 00025,11,2005,0,0,0,0,0,0,16
 00025,12,2005,0,0,0,0,0,0,16
 00026,1,2003,118432,0,0,57010,649356,27,15
 00026,2,2003,94990,0,0,17110,617135,27,15
 00026,3,2003,99629,0,0,4454,695032,26,15
 00026,4,2003,105598,0,0,13949,640430,28,15
 00026,5,2003,111194,0,0,27572,714541,28,15
 00026,6,2003,79715,0,0,39960,687246,28,15
 00026,7,2003,89922,0,0,35819,689061,28,15
 00026,8,2003,94907,0,0,39207,743683,27,15
 00026,9,2003,82135,0,0,27682,670472,26,15
 00026,10,2003,99236,0,0,76175,688681,27,15
 00026,11,2003,110875,0,0,146768,687691,27,15
 00026,12,2003,90843,0,0,71816,732125,27,15
 00026,1,2004,34447,0,0,20184,170139,25,15
 00026,2,2004,81173,0,0,46465,413255,25,15
 00026,3,2004,94630,0,0,29493,621057,23,15
 00026,4,2004,85411,0,0,26111,608672,23,15
 00026,5,2004,89144,0,0,92738,589579,23,15
 00026,6,2004,91168,0,0,48106,524430,25,15
 00026,7,2004,92741,0,0,58857,726477,25,15
 00026,8,2004,86279,0,0,57431,641160,27,15
 00026,9,2004,71692,0,0,41411,512934,25,15
 00026,10,2004,85888,0,0,59592,657487,27,15
 00026,11,2004,100807,0,0,56030,603873,27,15
 00026,12,2004,66501,0,0,45888,599790,28,15
 00026,1,2005,65522,0,0,36929,568101,24,15
 00026,2,2005,51635,0,0,29489,495883,24,15
 00026,3,2005,63925,2372,158003,31665,597816,29,15
 00026,4,2005,76852,6972,217104,201236,577565,29,15
 00026,5,2005,75266,8821,235412,204518,663669,28,15
 00026,6,2005,62481,9384,295026,180838,561713,28,15
 00026,7,2005,61136,10490,273926,179943,519304,30,15
 00026,8,2005,63940,14292,274983,179544,518888,30,15
 00026,9,2005,0,0,0,0,0,0,15
 00026,10,2005,57294,34574,462322,255335,362166,29,15
 00026,11,2005,61863,39430,600018,222548,547010,29,15
 00026,12,2005,57417,45864,1163137,66369,587096,29,15
 00031,1,2003,50813,0,2289,98491,229623,27,19
 00031,2,2003,42805,0,1700,89498,166956,25,19
 00031,3,2003,43260,0,2261,80592,182371,24,19
 00031,4,2003,41150,0,2000,68782,182214,24,19
 00031,5,2003,31493,10,4648,61574,144361,24,19
 00031,6,2003,33513,51,17529,69195,191260,24,19
 00031,7,2003,32772,40,14429,64270,180807,24,19
 00031,8,2003,35590,0,16979,68503,190079,26,19
 00031,9,2003,38204,0,4808,51861,163447,25,19
 00031,10,2003,38501,0,8588,83285,173309,25,19
 00031,11,2003,35802,0,6070,70696,169484,25,19
 00031,12,2003,36655,14,1565,54238,190190,26,19
 00031,1,2004,47020,35,964,37804,177628,26,19
 00031,2,2004,41282,0,1623,52344,140359,25,19
 00031,3,2004,41899,0,1444,48341,168518,24,19
 00031,4,2004,43651,0,1915,66012,149959,24,19
 00031,5,2004,46667,0,1802,64059,167847,26,19
 00031,6,2004,42219,0,2056,56031,172617,26,19
 00031,7,2004,41840,0,4006,44702,145401,24,19
 00031,8,2004,52443,0,2978,33183,158512,25,19
 00031,9,2004,39627,0,970,14826,102327,24,19
 00031,10,2004,44922,0,1338,29166,127253,25,19
 00031,11,2004,42808,0,1057,16214,132778,24,19
 00031,12,2004,37852,0,3279,39949,132065,26,19
 00031,1,2005,43269,0,3402,65624,139834,25,19
 00031,2,2005,47206,0,3563,58664,168642,25,19
 00031,3,2005,60065,0,2305,80628,208147,27,19
 00031,4,2005,59628,0,4969,70131,185637,29,19
 00031,5,2005,50847,0,2056,20175,216659,26,19
 00031,6,2005,52042,0,898,22010,222146,28,19
 00031,7,2005,48187,0,0,34977,225529,26,19
 00031,8,2005,46028,0,0,63940,184156,25,19
 00031,9,2005,0,0,0,0,0,0,19
 00031,10,2005,1960,0,0,0,0,1,19
 00031,11,2005,3981,0,0,0,4012,7,19
 00031,12,2005,29377,0,0,15331,129222,16,19
 00032,1,2003,13169,0,0,9013,6049,1,18
 00032,2,2003,12012,0,0,6462,6516,1,18
 00032,3,2003,11003,0,0,5565,6688,1,18
 00032,4,2003,10976,0,0,4736,7095,1,18
 00032,5,2003,10153,0,0,9405,9390,1,18
 00032,6,2003,8551,0,0,6102,6478,1,18
 00032,7,2003,9627,0,0,12019,8403,1,18
 00032,8,2003,10396,0,0,15561,7508,1,18
 00032,9,2003,8874,0,0,11841,4698,1,18
 00032,10,2003,6198,0,0,1042,4170,1,18
 00032,11,2003,7367,0,0,4287,5378,1,18
 00032,12,2003,8821,0,0,6631,6981,1,18
 00032,1,2004,8781,0,0,4816,6012,1,18
 00032,2,2004,7540,0,0,3427,4212,1,18
 00032,3,2004,7478,0,0,2378,5065,1,18
 00032,4,2004,7536,0,0,3048,4663,1,18
 00032,5,2004,6898,0,0,2580,4433,1,18
 00032,6,2004,6059,0,0,1930,4317,1,18
 00032,7,2004,5912,0,0,2140,4194,1,18
 00032,8,2004,6021,0,0,2634,4005,1,18
 00032,9,2004,5782,0,0,710,3011,1,18
 00032,10,2004,6110,0,0,1386,3889,1,18
 00032,11,2004,2955,0,0,575,1932,1,18
 00032,12,2004,4299,0,0,2265,3353,1,18
 00032,1,2005,6169,0,0,7084,4472,1,18
 00032,2,2005,5457,0,0,3500,4167,1,18
 00032,3,2005,6359,0,0,918,4465,1,18
 00032,4,2005,6367,0,0,5536,4080,1,18
 00032,5,2005,6200,0,0,16381,4280,1,18
 00032,6,2005,5420,0,0,14966,3916,1,18
 00032,7,2005,3449,0,0,13008,3383,1,18
 00032,8,2005,4899,0,0,5166,4582,1,18
 00032,9,2005,0,0,0,0,0,0,18
 00032,10,2005,0,0,0,0,0,0,18
 00032,11,2005,0,0,0,0,0,0,18
 00032,12,2005,0,0,0,0,0,0,18
 00033,1,2003,21199,0,0,17270,45894,3,20
 00033,2,2003,17172,0,0,16060,57118,3,20
 00033,3,2003,18597,0,0,17599,71709,3,20
 00033,4,2003,20679,0,0,18848,75731,3,20
 00033,5,2003,18823,0,0,14309,92484,3,20
 00033,6,2003,13818,0,0,11644,69792,3,20
 00033,7,2003,17632,0,0,14263,92352,3,20
 00033,8,2003,22223,0,0,14419,82068,3,20
 00033,9,2003,19506,0,0,16334,52481,3,20
 00033,10,2003,16267,0,0,16319,58450,3,20
 00033,11,2003,15153,0,0,12727,53149,3,20
 00033,12,2003,15159,0,0,13069,55707,3,20
 00033,1,2004,14949,0,0,16057,49225,3,20
 00033,2,2004,14195,0,0,13373,37628,3,20
 00033,3,2004,14500,0,0,11151,47286,3,20
 00033,4,2004,15952,0,0,13119,47499,3,20
 00033,5,2004,12528,0,0,16336,44213,3,20
 00033,6,2004,13235,0,0,11379,44758,3,20
 00033,7,2004,15469,0,0,12840,48548,3,20
 00033,8,2004,12561,0,0,16224,39606,3,20
 00033,9,2004,11581,0,0,8145,31741,3,20
 00033,10,2004,9940,0,0,9475,37508,3,20
 00033,11,2004,8542,0,0,9973,39289,3,20
 00033,12,2004,11533,0,0,9451,51838,3,20
 00033,1,2005,15420,0,0,11548,62173,3,20
 00033,2,2005,13522,0,0,11263,67183,3,20
 00033,3,2005,14152,0,0,8908,62011,3,20
 00033,4,2005,13105,0,0,19030,54652,3,20
 00033,5,2005,13700,0,0,50435,59208,3,20
 00033,6,2005,13009,0,0,45122,58944,3,20
 00033,7,2005,8891,0,0,50262,49798,3,20
 00033,8,2005,10314,0,0,11694,57482,3,20
 00033,9,2005,0,0,0,0,0,0,20
 00033,10,2005,11685,0,0,11221,44733,2,20
 00033,11,2005,19493,0,0,4310,129465,2,20
 00033,12,2005,10329,0,0,9513,53834,2,20
 00034,1,2003,43890,0,0,40666,327603,13,17
 00034,2,2003,40984,0,0,40053,259212,13,17
 00034,3,2003,44184,0,0,38692,275181,13,17
 00034,4,2003,44550,0,0,42063,235084,13,17
 00034,5,2003,41727,0,0,59342,204485,13,17
 00034,6,2003,33128,0,0,41380,270616,14,17
 00034,7,2003,37718,0,0,36092,276557,14,17
 00034,8,2003,41108,0,0,53226,313848,14,17
 00034,9,2003,32870,0,0,23753,394275,14,17
 00034,10,2003,38306,0,0,44890,380950,13,17
 00034,11,2003,36909,0,0,42796,321404,13,17
 00034,12,2003,35769,0,0,45487,332506,13,17
 00034,1,2004,37106,0,0,42180,297668,13,17
 00034,2,2004,26716,0,0,31355,153798,12,17
 00034,3,2004,32884,0,0,17271,136465,12,17
 00034,4,2004,35661,0,0,31591,118315,13,17
 00034,5,2004,34010,0,4200,21446,124804,15,17
 00034,6,2004,32842,0,1517,21294,121860,15,17
 00034,7,2004,31498,0,0,22267,114199,14,17
 00034,8,2004,29118,0,0,17559,380694,14,17
 00034,9,2004,22860,0,0,7828,317414,14,17
 00034,10,2004,26951,0,0,15528,333555,13,17
 00034,11,2004,33248,0,0,10984,309582,13,17
 00034,12,2004,35073,572,4773,33112,349857,14,17
 00034,1,2005,36217,10085,234062,63688,331254,14,17
 00034,2,2005,35206,20117,518935,44399,243075,15,17
 00034,3,2005,49879,23103,538210,93351,251936,16,17
 00034,4,2005,36014,26946,480882,59438,242830,16,17
 00034,5,2005,32704,17661,138542,14112,271374,15,17
 00034,6,2005,54370,0,0,126737,286793,15,17
 00034,7,2005,47022,0,0,60199,241111,15,17
 00034,8,2005,45293,0,0,75283,232818,15,17
 00034,9,2005,0,0,0,0,0,0,17
 00034,10,2005,44409,0,0,84288,113680,14,17
 00034,11,2005,54447,0,0,102306,209563,14,17
 00034,12,2005,58367,0,0,48189,219346,14,17
 00038,1,2003,0,0,0,0,0,0,12
 00038,2,2003,0,0,0,0,0,0,12
 00038,3,2003,0,0,0,0,0,0,12
 00038,4,2003,0,0,0,0,0,0,12
 00038,5,2003,0,0,0,0,0,0,12
 00038,6,2003,0,0,0,0,0,0,12
 00038,7,2003,0,0,0,0,0,0,12
 00038,8,2003,0,0,0,0,0,0,12
 00038,9,2003,0,0,0,0,0,0,12
 00038,10,2003,0,0,0,0,0,0,12
 00038,11,2003,0,0,0,0,0,0,12
 00038,12,2003,0,0,0,0,0,0,12
 00038,1,2004,0,0,0,0,0,0,12
 00038,2,2004,0,0,0,0,0,0,12
 00038,3,2004,0,0,0,0,0,0,12
 00038,4,2004,0,0,0,0,0,0,12
 00038,5,2004,0,0,0,0,0,0,12
 00038,6,2004,0,0,0,0,0,0,12
 00038,7,2004,0,0,0,0,0,0,12
 00040,1,2003,0,0,0,0,0,0,16
 00040,2,2003,0,0,0,0,0,0,16
 00040,3,2003,0,0,0,0,0,0,16
 00040,4,2003,0,0,0,0,0,0,16
 00040,5,2003,0,0,0,0,0,0,16
 00040,6,2003,0,0,0,0,0,0,16
 00040,7,2003,0,0,0,0,0,0,16
 00040,8,2003,0,0,0,0,0,0,16
 00040,9,2003,0,0,0,0,0,0,16
 00040,10,2003,0,0,0,0,0,0,16
 00040,11,2003,0,0,0,0,0,0,16
 00040,12,2003,0,0,13467,0,0,1,16
 00040,1,2004,0,0,29671,0,16,1,16
 00040,2,2004,0,0,27383,0,113,1,16
 00040,3,2004,0,0,28097,0,187,1,16
 00040,4,2004,0,0,22360,0,165,1,16
 00040,5,2004,0,0,24672,0,0,1,16
 00040,6,2004,0,0,24686,0,1311,1,16
 00040,7,2004,0,0,23639,0,1147,1,16
 00040,8,2004,0,0,23966,0,1455,1,16
 00040,9,2004,0,0,12093,0,923,1,16
 00040,10,2004,0,0,22821,0,1000,1,16
 00040,11,2004,0,0,11484,0,149,1,16
 00040,12,2004,0,0,4490,0,55,1,16
 00040,1,2005,0,0,446,0,23,1,16
 00040,2,2005,0,0,0,0,0,0,16
 00040,3,2005,0,0,0,0,0,0,16
 00040,4,2005,0,0,0,0,0,0,16
 00040,5,2005,0,0,0,0,0,0,16
 00040,6,2005,0,0,0,0,0,0,16
 00040,7,2005,0,0,0,0,0,0,16
 00040,8,2005,0,0,0,0,0,0,16
 00040,9,2005,0,0,0,0,0,0,16
 00040,10,2005,0,0,0,0,0,0,16
 00040,11,2005,0,0,0,0,0,0,16
 00040,12,2005,0,0,0,0,0,0,16
 00042,1,2003,0,0,0,0,0,0,11
 00042,2,2003,0,0,0,0,0,0,11
 00042,3,2003,0,0,0,0,0,0,11
 00042,4,2003,0,0,0,0,0,0,11
 00042,5,2003,0,0,0,0,0,0,11
 00042,6,2003,0,0,0,0,0,0,11
 00042,7,2003,0,0,0,0,0,0,11
 00042,8,2003,0,0,0,0,0,0,11
 00042,9,2003,0,0,0,0,0,0,11
 00042,10,2003,0,0,0,0,0,0,11
 00042,11,2003,0,0,0,0,0,0,11
 00042,12,2003,0,0,0,0,0,0,11
 00042,1,2004,0,0,0,0,0,0,11
 00042,2,2004,0,0,0,0,0,0,11
 00042,3,2004,0,0,0,0,0,0,11
 00042,4,2004,0,0,0,0,0,0,11
 00042,5,2004,0,0,0,0,0,0,11
 00042,6,2004,0,0,0,0,0,0,11
 00042,7,2004,0,0,0,0,0,0,11
 00042,8,2004,0,0,0,0,0,0,11
 00042,9,2004,0,0,0,0,0,0,11
 00042,10,2004,0,0,0,0,0,0,11
 00042,11,2004,0,0,0,0,0,0,11
 00042,12,2004,0,0,0,0,0,0,11
